entry_time,exit_time,candidate_no,strategy,pnl_pips,equity_pips,drawdown_pips
2026-01-28 14:50:00,2026-01-28 16:10:00,1,"MACDクロス(12,21,12)",-20.0,667.7,-60.0
2026-01-29 13:20:00,2026-01-29 16:25:00,1,"MACDクロス(12,21,12)",20.0,687.7,-40.0
2026-02-06 09:45:00,2026-02-06 10:20:00,1,"MACDクロス(12,21,12)",-20.0,667.7,-60.0
2026-02-06 10:45:00,2026-02-06 15:00:00,1,"MACDクロス(12,21,12)",20.0,687.7,-40.0
2026-02-09 11:00:00,2026-02-09 11:05:00,1,"MACDクロス(12,21,12)",20.0,707.7,-20.0
2026-02-09 13:15:00,2026-02-09 14:10:00,1,"MACDクロス(12,21,12)",20.0,727.7,0.0
2026-02-10 13:00:00,2026-02-10 14:15:00,1,"MACDクロス(12,21,12)",-20.0,707.7,-20.0
2026-02-11 10:50:00,2026-02-11 11:15:00,1,"MACDクロス(12,21,12)",-20.0,687.7,-40.0
2026-02-11 11:25:00,2026-02-11 11:55:00,1,"MACDクロス(12,21,12)",20.0,707.7,-20.0
2026-02-11 12:20:00,2026-02-11 13:10:00,1,"MACDクロス(12,21,12)",-20.0,687.7,-40.0
2026-02-12 12:45:00,2026-02-12 12:50:00,1,"MACDクロス(12,21,12)",20.0,707.7,-20.0
2026-02-17 11:00:00,2026-02-17 14:25:00,1,"MACDクロス(12,21,12)",20.0,727.7,0.0
2026-02-23 10:20:00,2026-02-23 12:05:00,1,"MACDクロス(12,21,12)",20.0,747.7,0.0
2026-02-25 12:15:00,2026-02-25 14:55:00,1,"MACDクロス(12,21,12)",-20.0,727.7,-20.0
2026-02-27 10:00:00,2026-02-27 13:25:00,1,"MACDクロス(12,21,12)",-20.0,707.7,-40.0
2026-03-05 10:50:00,2026-03-05 11:30:00,1,"MACDクロス(12,21,12)",20.0,727.7,-20.0
2026-03-10 10:30:00,2026-03-10 15:15:00,1,"MACDクロス(12,21,12)",-20.0,707.7,-40.0
2026-04-08 10:55:00,2026-04-08 14:50:00,1,"MACDクロス(12,21,12)",20.0,727.7,-20.0
2026-04-16 12:45:00,2026-04-16 14:40:00,1,"MACDクロス(12,21,12)",20.0,747.7,0.0
2026-04-28 13:35:00,2026-04-28 15:45:00,1,"MACDクロス(12,21,12)",20.0,767.7,0.0
2026-05-04 13:40:00,2026-05-04 15:40:00,1,"MACDクロス(12,21,12)",20.0,787.7,0.0
2026-05-06 14:30:00,2026-05-06 16:10:00,1,"MACDクロス(12,21,12)",20.0,807.7,0.0
2026-05-07 11:10:00,2026-05-07 16:15:00,1,"MACDクロス(12,21,12)",-20.0,787.7,-20.0
2026-06-04 14:25:00,2026-06-04 23:55:00,1,"MACDクロス(12,21,12)",6.2,793.9,-13.8
2026-06-16 12:10:00,2026-06-16 13:10:00,1,"MACDクロス(12,21,12)",-20.0,773.9,-33.8
2026-06-26 13:50:00,2026-06-26 23:55:00,1,"MACDクロス(12,21,12)",7.8,781.7,-26.0
