entry_time,exit_time,candidate_no,strategy,pnl_pips,equity_pips,drawdown_pips
2023-11-29 09:45:00,2023-11-29 11:40:00,1,"MACDクロス(12,21,12)",-20.0,198.9,-120.0
2023-11-30 09:40:00,2023-11-30 10:25:00,1,"MACDクロス(12,21,12)",-20.0,178.9,-140.0
2023-11-30 11:45:00,2023-11-30 16:40:00,1,"MACDクロス(12,21,12)",-20.0,158.9,-160.0
2023-12-04 09:10:00,2023-12-04 10:05:00,1,"MACDクロス(12,21,12)",20.0,178.9,-140.0
2023-12-04 11:30:00,2023-12-04 13:00:00,1,"MACDクロス(12,21,12)",-20.0,158.9,-160.0
2023-12-07 10:35:00,2023-12-07 11:15:00,1,"MACDクロス(12,21,12)",20.0,178.9,-140.0
2023-12-07 11:50:00,2023-12-07 14:40:00,1,"MACDクロス(12,21,12)",-20.0,158.9,-160.0
2023-12-08 10:35:00,2023-12-08 10:35:00,1,"MACDクロス(12,21,12)",20.0,178.9,-140.0
2023-12-12 10:50:00,2023-12-12 12:55:00,1,"MACDクロス(12,21,12)",-20.0,158.9,-160.0
2023-12-14 09:40:00,2023-12-14 09:55:00,1,"MACDクロス(12,21,12)",20.0,178.9,-140.0
2023-12-14 10:40:00,2023-12-14 11:05:00,1,"MACDクロス(12,21,12)",-20.0,158.9,-160.0
2023-12-14 11:15:00,2023-12-14 11:25:00,1,"MACDクロス(12,21,12)",20.0,178.9,-140.0
2023-12-14 13:15:00,2023-12-14 13:35:00,1,"MACDクロス(12,21,12)",20.0,198.9,-120.0
2023-12-15 14:15:00,2023-12-15 14:55:00,1,"MACDクロス(12,21,12)",20.0,218.9,-100.0
2023-12-19 09:55:00,2023-12-19 10:00:00,1,"MACDクロス(12,21,12)",-20.0,198.9,-120.0
2023-12-20 14:20:00,2023-12-20 15:10:00,1,"MACDクロス(12,21,12)",20.0,218.9,-100.0
2023-12-21 11:35:00,2023-12-21 12:05:00,1,"MACDクロス(12,21,12)",-20.0,198.9,-120.0
2023-12-22 09:55:00,2023-12-22 11:20:00,1,"MACDクロス(12,21,12)",20.0,218.9,-100.0
2023-12-28 09:55:00,2023-12-28 10:05:00,1,"MACDクロス(12,21,12)",-20.0,198.9,-120.0
2023-12-28 11:05:00,2023-12-28 13:35:00,1,"MACDクロス(12,21,12)",20.0,218.9,-100.0
2024-01-09 11:30:00,2024-01-09 14:35:00,1,"MACDクロス(12,21,12)",20.0,238.9,-80.0
2024-01-12 10:40:00,2024-01-12 12:05:00,1,"MACDクロス(12,21,12)",20.0,258.9,-60.0
2024-02-01 10:20:00,2024-02-01 10:55:00,1,"MACDクロス(12,21,12)",-20.0,238.9,-80.0
2024-02-29 12:20:00,2024-02-29 14:30:00,1,"MACDクロス(12,21,12)",20.0,258.9,-60.0
2024-03-04 10:10:00,2024-03-04 14:45:00,1,"MACDクロス(12,21,12)",20.0,278.9,-40.0
2024-03-06 10:30:00,2024-03-06 14:35:00,1,"MACDクロス(12,21,12)",-20.0,258.9,-60.0
2024-03-07 09:05:00,2024-03-07 09:15:00,1,"MACDクロス(12,21,12)",20.0,278.9,-40.0
2024-03-07 11:15:00,2024-03-07 13:10:00,1,"MACDクロス(12,21,12)",-20.0,258.9,-60.0
2024-03-07 14:00:00,2024-03-07 15:30:00,1,"MACDクロス(12,21,12)",-20.0,238.9,-80.0
2024-03-08 09:10:00,2024-03-08 09:35:00,1,"MACDクロス(12,21,12)",20.0,258.9,-60.0
2024-03-08 10:00:00,2024-03-08 10:20:00,1,"MACDクロス(12,21,12)",20.0,278.9,-40.0
2024-03-08 13:45:00,2024-03-08 18:10:00,1,"MACDクロス(12,21,12)",-20.0,258.9,-60.0
2024-03-11 09:15:00,2024-03-11 10:05:00,1,"MACDクロス(12,21,12)",-20.0,238.9,-80.0
2024-03-11 10:10:00,2024-03-11 10:45:00,1,"MACDクロス(12,21,12)",-20.0,218.9,-100.0
2024-03-12 09:35:00,2024-03-12 10:15:00,1,"MACDクロス(12,21,12)",20.0,238.9,-80.0
